order_id,order_placement_time,time_of_day,is_weekend,restaurant_type,is_specialty_item,order_volume_items,dine_in_traffic_volume,other_app_traffic_volume,initial_zomato_predicted_kpt_mins,actual_prep_time_ground_truth_mins,rider_arrival_time_mins,merchant_marked_for_time_mins,dispatch_time_mins,delivery_time_mins,restaurant_closed_after_arrival,rider_wait_time_at_pickup_mins,eta_prediction_error_mins,cancellation_flag
ORD_001905,2024-02-02 03:14:00,Late Night,0,Quick Service/Kiosk,0,2,3,0,8.2,8.9,12.7,10.6,12.7,31.725130025194105,0,0.0,0.7000000000000011,0
ORD_001906,2024-02-28 19:55:00,Night/Dinner,0,Cloud Kitchen,0,7,0,48,27.7,42.4,27.9,42.9,42.4,69.4,0,14.5,14.7,0
ORD_001907,2024-02-15 17:44:00,Night/Dinner,0,Dine-in Restaurant,1,5,16,10,17.1,21.8,26.5,27.4,26.5,40.546582879324966,0,0.0,4.699999999999999,0
ORD_001908,2024-02-23 05:59:00,Late Night,0,Cloud Kitchen,1,2,0,25,9.1,13.1,7.6,14.5,13.1,34.1,0,5.5,4.0,0
ORD_001909,2024-02-11 09:19:00,Morning,1,Dine-in Restaurant,1,1,40,6,4.8,16.6,8.1,18.6,16.6,43.6,0,8.500000000000002,11.8,0
ORD_001910,2024-02-26 19:01:00,Night/Dinner,0,Dine-in Restaurant,1,2,36,24,9.8,23.6,9.7,25.3,23.6,47.6,0,13.900000000000002,13.8,0
ORD_001911,2024-02-04 23:23:00,Late Night,1,Cloud Kitchen,0,6,0,19,22.4,29.7,20.2,30.0,29.7,57.7,0,9.5,7.300000000000001,0
ORD_001912,2024-02-01 11:18:00,Day/Lunch,0,Quick Service/Kiosk,0,8,6,4,28.8,35.0,26.4,35.9,35.0,51.0,0,8.600000000000001,6.199999999999999,0
ORD_001913,2024-02-02 07:19:00,Morning,0,Dine-in Restaurant,0,3,10,7,13.1,17.1,14.7,19.9,17.1,27.1,0,2.400000000000002,4.000000000000002,0
ORD_001914,2024-02-28 15:32:00,Day/Lunch,0,Cloud Kitchen,0,5,0,20,22.6,26.0,17.0,27.9,26.0,39.0,0,9.0,3.3999999999999986,0
ORD_001915,2024-02-07 20:19:00,Night/Dinner,0,Dine-in Restaurant,0,2,16,22,4.8,19.4,8.7,21.4,19.4,33.4,0,10.7,14.599999999999998,0
ORD_001916,2024-02-05 13:52:00,Day/Lunch,0,Quick Service/Kiosk,0,8,14,0,29.2,36.2,33.2,36.8,36.2,57.2,0,3.0,7.0000000000000036,0
ORD_001917,2024-02-01 09:18:00,Morning,0,Cloud Kitchen,1,4,0,35,14.9,21.7,20.1,24.6,21.7,46.7,0,1.5999999999999979,6.799999999999999,0
ORD_001918,2024-02-20 20:25:00,Night/Dinner,0,Dine-in Restaurant,0,6,54,18,21.0,45.6,31.4,46.2,45.6,59.6,0,14.200000000000003,24.6,0
ORD_001919,2024-02-28 15:13:00,Day/Lunch,0,Dine-in Restaurant,0,3,6,5,11.2,15.3,14.8,16.1,15.3,40.3,0,0.5,4.100000000000001,0
ORD_001920,2024-02-28 16:46:00,Night/Dinner,0,Dine-in Restaurant,0,8,7,7,32.8,36.2,29.5,37.7,36.2,48.2,0,6.700000000000003,3.4000000000000057,0
ORD_001921,2024-02-27 02:05:00,Late Night,0,Dine-in Restaurant,0,8,6,8,33.5,36.2,33.4,37.7,36.2,53.2,0,2.8000000000000043,2.700000000000003,0
ORD_001922,2024-02-11 13:36:00,Day/Lunch,1,Dine-in Restaurant,1,3,30,12,13.1,21.0,15.2,21.1,21.0,49.0,0,5.800000000000001,7.9,0
ORD_001923,2024-02-17 09:35:00,Morning,1,Cloud Kitchen,0,9,0,49,35.7,50.7,36.5,52.9,50.7,76.7,0,14.200000000000003,15.0,0
ORD_001924,2024-02-05 23:35:00,Late Night,0,Dine-in Restaurant,0,5,12,4,22.6,24.8,19.8,25.1,24.8,44.8,0,5.0,2.1999999999999993,0
ORD_001925,2024-02-02 20:27:00,Night/Dinner,0,Cloud Kitchen,1,9,0,52,32.2,40.8,30.7,41.0,40.8,63.8,0,10.099999999999998,8.599999999999994,0
ORD_001926,2024-02-06 13:52:00,Day/Lunch,0,Dine-in Restaurant,0,7,30,8,25.9,39.4,29.9,40.9,39.4,51.4,0,9.5,13.5,0
ORD_001927,2024-02-04 13:56:00,Day/Lunch,1,Cloud Kitchen,0,3,0,87,12.1,38.1,17.4,38.2,38.1,64.1,0,20.700000000000003,26.0,1
ORD_001928,2024-03-01 23:19:00,Late Night,0,Dine-in Restaurant,0,6,16,14,22.5,33.0,22.3,33.6,33.0,46.0,0,10.7,10.5,0
ORD_001929,2024-02-24 07:22:00,Morning,1,Dine-in Restaurant,1,2,7,19,7.7,13.4,10.9,14.6,13.4,41.4,0,2.5,5.7,0
ORD_001930,2024-02-03 01:14:00,Late Night,1,Cloud Kitchen,0,6,0,58,25.0,41.4,20.0,43.2,41.4,62.4,0,21.4,16.4,1
ORD_001931,2024-02-13 19:38:00,Night/Dinner,0,Dine-in Restaurant,1,5,44,18,18.9,32.6,15.6,34.9,32.6,50.6,0,17.0,13.700000000000003,0
ORD_001932,2024-02-14 06:02:00,Morning,0,Quick Service/Kiosk,1,3,3,4,10.9,10.5,12.6,11.4,12.6,23.583495667481678,0,0.0,0.40000000000000036,0
ORD_001933,2024-02-27 20:57:00,Night/Dinner,0,Cloud Kitchen,0,7,0,68,27.5,48.4,22.7,49.8,48.4,62.4,0,25.7,20.9,1
ORD_001934,2024-02-19 04:21:00,Late Night,0,Cloud Kitchen,0,4,0,32,17.8,25.6,20.7,28.5,25.6,44.6,0,4.900000000000002,7.800000000000001,0
ORD_001935,2024-02-27 02:04:00,Late Night,0,Dine-in Restaurant,1,6,7,2,25.3,19.5,20.2,20.7,20.2,32.15103280991927,0,0.0,5.800000000000001,0
ORD_001936,2024-02-15 04:04:00,Late Night,0,Dine-in Restaurant,0,9,17,2,37.6,41.7,45.9,43.8,45.9,73.85021839956377,0,0.0,4.100000000000001,0
ORD_001937,2024-03-01 08:04:00,Morning,0,Dine-in Restaurant,1,6,21,11,24.3,26.4,32.8,33.7,32.8,59.76616096879252,0,0.0,2.099999999999998,0
ORD_001938,2024-02-26 02:04:00,Late Night,0,Cloud Kitchen,0,4,0,28,16.4,24.4,25.4,26.8,25.4,39.39273363504044,0,0.0,8.0,0
ORD_001939,2024-02-05 02:49:00,Late Night,0,Dine-in Restaurant,0,2,9,9,10.3,13.4,7.7,15.8,13.4,25.4,0,5.7,3.0999999999999996,0
ORD_001940,2024-02-28 17:38:00,Night/Dinner,0,Dine-in Restaurant,0,9,28,3,34.3,45.3,40.3,48.0,45.3,72.3,0,5.0,11.0,0
ORD_001941,2024-02-23 10:45:00,Morning,0,Dine-in Restaurant,0,4,29,10,18.4,27.7,17.3,30.5,27.7,50.7,0,10.399999999999999,9.3,0
ORD_001942,2024-02-04 13:05:00,Day/Lunch,1,Dine-in Restaurant,0,4,27,32,16.3,33.7,8.9,34.6,33.7,45.7,0,24.800000000000004,17.400000000000002,1
ORD_001943,2024-02-28 03:20:00,Late Night,0,Dine-in Restaurant,1,2,25,6,8.1,14.9,6.3,15.5,14.9,31.9,0,8.600000000000001,6.800000000000001,0
ORD_001944,2024-02-17 13:16:00,Day/Lunch,1,Dine-in Restaurant,0,5,70,22,19.0,47.6,25.5,50.0,47.6,74.6,0,22.1,28.6,1
ORD_001945,2024-02-13 00:58:00,Late Night,0,Dine-in Restaurant,1,6,25,7,26.4,26.4,29.9,31.3,29.9,46.90326385794608,0,0.0,0.0,0
ORD_001946,2024-02-15 10:37:00,Morning,0,Dine-in Restaurant,0,6,10,7,25.7,29.1,24.8,30.3,29.1,45.1,0,4.300000000000001,3.400000000000002,0
ORD_001947,2024-02-20 01:48:00,Late Night,0,Dine-in Restaurant,0,3,25,10,9.3,22.5,10.3,22.6,22.5,49.5,0,12.2,13.2,0
ORD_001948,2024-02-16 21:41:00,Night/Dinner,0,Cloud Kitchen,1,9,0,78,36.6,48.6,35.7,49.5,48.6,67.6,0,12.899999999999999,12.0,0
ORD_001949,2024-02-04 18:12:00,Night/Dinner,1,Dine-in Restaurant,1,7,31,16,26.6,33.7,27.8,34.0,33.7,51.7,0,5.900000000000002,7.100000000000001,0
ORD_001950,2024-02-05 05:04:00,Late Night,0,Dine-in Restaurant,1,3,7,8,11.5,12.9,20.3,14.4,20.3,32.3216471014141,0,0.0,1.4000000000000004,0
ORD_001951,2024-02-13 11:13:00,Day/Lunch,0,Dine-in Restaurant,1,4,29,3,13.0,20.8,13.1,23.3,20.8,38.8,0,7.700000000000001,7.800000000000001,0
ORD_001952,2024-02-13 13:40:00,Day/Lunch,0,Dine-in Restaurant,0,7,34,24,28.3,45.4,39.4,46.3,45.4,70.4,0,6.0,17.099999999999998,0
ORD_001953,2024-02-27 05:42:00,Late Night,0,Dine-in Restaurant,1,8,18,5,32.4,29.3,29.3,30.3,29.3,57.30809747768904,0,0.0,3.099999999999998,0
ORD_001954,2024-02-19 14:58:00,Day/Lunch,0,Quick Service/Kiosk,0,6,14,8,24.5,30.6,29.3,32.9,30.6,42.6,0,1.3000000000000007,6.100000000000001,0
ORD_001955,2024-02-10 22:57:00,Late Night,1,Quick Service/Kiosk,0,4,10,4,15.2,20.2,21.9,21.6,21.9,31.935039938465636,0,0.0,5.0,0
ORD_001956,2024-02-13 12:41:00,Day/Lunch,0,Dine-in Restaurant,0,2,15,3,7.4,13.4,2.7,15.4,13.4,40.4,0,10.7,6.0,0
ORD_001957,2024-02-17 05:40:00,Late Night,1,Quick Service/Kiosk,1,8,10,6,28.2,27.2,31.8,27.8,31.8,50.78011507440259,0,0.0,1.0,0
ORD_001958,2024-02-14 06:22:00,Morning,0,Dine-in Restaurant,0,1,17,3,5.9,10.0,1.3,10.8,10.0,27.0,0,8.7,4.1,0
ORD_001959,2024-02-12 04:59:00,Late Night,0,Dine-in Restaurant,0,9,27,2,32.5,44.7,43.7,46.6,44.7,61.7,0,1.0,12.200000000000003,0
ORD_001960,2024-02-11 05:58:00,Late Night,1,Quick Service/Kiosk,0,8,7,3,32.8,35.0,41.3,35.3,41.3,61.30249455287242,0,0.0,2.200000000000003,0
ORD_001961,2024-02-04 23:28:00,Late Night,1,Quick Service/Kiosk,0,3,7,0,11.5,14.1,16.8,14.6,16.8,26.84637722611059,0,0.0,2.5999999999999996,0
ORD_001962,2024-02-28 21:43:00,Night/Dinner,0,Quick Service/Kiosk,1,4,0,2,17.1,11.8,19.3,12.8,19.3,33.26519781276776,0,0.0,5.300000000000001,0
ORD_001963,2024-02-29 08:02:00,Morning,0,Dine-in Restaurant,0,4,19,8,16.3,24.1,15.7,24.6,24.1,50.1,0,8.400000000000002,7.800000000000001,0
ORD_001964,2024-02-13 18:54:00,Night/Dinner,0,Dine-in Restaurant,0,2,24,5,6.0,16.7,4.7,19.6,16.7,27.7,0,12.0,10.7,0
ORD_001965,2024-02-02 02:18:00,Late Night,0,Cloud Kitchen,0,5,0,13,21.1,23.9,30.4,24.7,30.4,55.37801425095736,0,0.0,2.799999999999997,0
ORD_001966,2024-02-04 07:14:00,Morning,1,Cloud Kitchen,0,3,0,21,11.9,18.3,14.8,21.2,18.3,29.3,0,3.5,6.4,0
ORD_001967,2024-02-29 04:32:00,Late Night,0,Dine-in Restaurant,0,1,19,3,3.5,10.6,11.9,13.6,11.9,34.8604706824304,0,0.0,7.1,0
ORD_001968,2024-02-03 01:43:00,Late Night,1,Quick Service/Kiosk,0,2,9,3,8.5,11.6,17.1,12.6,17.1,38.05323346761764,0,0.0,3.0999999999999996,0
ORD_001969,2024-02-22 12:41:00,Day/Lunch,0,Cloud Kitchen,0,7,0,20,30.3,34.0,31.8,35.6,34.0,47.0,0,2.1999999999999993,3.6999999999999993,0
ORD_001970,2024-02-19 02:44:00,Late Night,0,Dine-in Restaurant,0,1,7,12,3.3,9.7,4.4,10.7,9.7,33.7,0,5.299999999999999,6.3999999999999995,0
ORD_001971,2024-02-07 08:39:00,Morning,0,Cloud Kitchen,1,2,0,38,8.7,17.0,9.4,19.1,17.0,29.0,0,7.6,8.3,0
ORD_001972,2024-02-28 08:36:00,Morning,0,Cloud Kitchen,1,7,0,11,28.4,22.9,26.2,24.0,26.2,44.23740124592403,0,0.0,5.5,0
ORD_001973,2024-02-17 10:12:00,Morning,1,Dine-in Restaurant,0,1,39,7,3.1,17.8,4.6,19.2,17.8,36.8,0,13.200000000000001,14.700000000000001,0
ORD_001974,2024-02-04 01:03:00,Late Night,1,Quick Service/Kiosk,0,7,4,4,26.8,30.4,28.6,32.6,30.4,44.4,0,1.7999999999999972,3.599999999999998,0
ORD_001975,2024-02-27 19:00:00,Night/Dinner,0,Dine-in Restaurant,1,8,12,16,30.0,30.8,35.3,36.4,35.3,46.27428188678323,0,0.0,0.8000000000000007,0
ORD_001976,2024-02-02 04:26:00,Late Night,0,Dine-in Restaurant,0,2,22,7,9.0,16.7,10.5,18.8,16.7,31.7,0,6.199999999999999,7.699999999999999,0
ORD_001977,2024-02-22 19:23:00,Night/Dinner,0,Quick Service/Kiosk,0,4,8,6,14.8,20.2,20.7,21.3,20.7,42.69230647574677,0,0.0,5.399999999999999,0
ORD_001978,2024-02-22 06:34:00,Morning,0,Quick Service/Kiosk,0,7,6,1,25.5,30.1,30.4,31.3,30.4,45.369402696422455,0,0.0,4.600000000000001,0
ORD_001979,2024-02-07 07:55:00,Morning,0,Quick Service/Kiosk,1,1,6,4,3.9,5.8,9.5,6.8,9.5,23.522735420375785,0,0.0,1.9,0
ORD_001980,2024-02-05 16:16:00,Night/Dinner,0,Quick Service/Kiosk,0,6,8,2,26.0,27.0,28.7,30.0,28.7,51.72045548196535,0,0.0,1.0,0
ORD_001981,2024-02-24 17:23:00,Night/Dinner,1,Cloud Kitchen,0,5,0,27,22.3,28.1,26.8,29.6,28.1,56.1,0,1.3000000000000007,5.800000000000001,0
ORD_001982,2024-02-09 09:17:00,Morning,0,Quick Service/Kiosk,0,6,7,3,18.3,27.0,21.5,27.7,27.0,41.0,0,5.5,8.7,0
ORD_001983,2024-02-26 14:42:00,Day/Lunch,0,Dine-in Restaurant,0,8,56,6,32.2,50.6,26.6,52.3,50.6,74.6,0,24.0,18.4,1
ORD_001984,2024-02-19 11:05:00,Day/Lunch,0,Cloud Kitchen,0,1,0,20,5.1,10.0,5.0,11.4,10.0,28.0,0,5.0,4.9,0
ORD_001985,2024-02-16 10:19:00,Morning,0,Cloud Kitchen,0,3,0,14,13.0,16.2,10.5,18.5,16.2,41.2,0,5.699999999999999,3.1999999999999993,0
ORD_001986,2024-02-12 13:39:00,Day/Lunch,0,Dine-in Restaurant,1,9,16,12,35.8,33.6,45.3,47.3,45.3,74.34697196281334,0,0.0,2.1999999999999957,0
ORD_001987,2024-02-06 17:02:00,Night/Dinner,0,Cloud Kitchen,0,8,0,14,35.2,36.2,41.9,36.5,41.9,62.91930971984119,0,0.0,1.0,0
ORD_001988,2024-02-23 20:51:00,Night/Dinner,0,Cloud Kitchen,0,4,0,60,18.5,34.0,21.7,36.9,34.0,63.0,0,12.3,15.5,0
ORD_001989,2024-02-06 20:39:00,Night/Dinner,0,Cloud Kitchen,0,9,0,32,35.8,45.6,39.7,46.1,45.6,68.6,0,5.899999999999999,9.800000000000004,0
ORD_001990,2024-02-23 06:38:00,Morning,0,Dine-in Restaurant,0,7,21,14,27.2,38.5,36.3,39.3,38.5,65.5,0,2.200000000000003,11.3,0
ORD_001991,2024-02-27 11:54:00,Day/Lunch,0,Quick Service/Kiosk,1,2,1,0,8.7,5.9,8.1,8.2,8.1,36.08100254570495,0,0.0,2.799999999999999,0
ORD_001992,2024-02-25 08:18:00,Morning,1,Dine-in Restaurant,0,1,30,15,5.0,17.5,13.2,18.0,17.5,33.5,0,4.300000000000001,12.5,0
ORD_001993,2024-02-18 16:13:00,Night/Dinner,1,Dine-in Restaurant,0,1,24,6,4.1,13.0,15.1,16.8,15.1,43.06246108675591,0,0.0,8.9,0
ORD_001994,2024-02-27 01:21:00,Late Night,0,Quick Service/Kiosk,0,3,5,3,12.3,14.4,14.6,16.4,14.6,29.638734183622077,0,0.0,2.0999999999999996,0
ORD_001995,2024-02-28 12:51:00,Day/Lunch,0,Cloud Kitchen,0,2,0,25,11.1,15.5,9.1,17.9,15.5,42.5,0,6.4,4.4,0
ORD_001996,2024-02-07 06:04:00,Morning,0,Dine-in Restaurant,1,4,7,9,19.1,16.0,20.2,17.7,20.2,32.194560051666784,0,0.0,3.1000000000000014,0
ORD_001997,2024-02-03 17:51:00,Night/Dinner,1,Dine-in Restaurant,0,8,30,21,33.6,47.3,40.9,50.3,47.3,67.3,0,6.399999999999999,13.699999999999996,0
ORD_001998,2024-02-09 01:55:00,Late Night,0,Cloud Kitchen,0,5,0,11,21.8,23.3,26.7,25.1,26.7,52.66612480152202,0,0.0,1.5,0
ORD_001999,2024-02-13 05:36:00,Late Night,0,Quick Service/Kiosk,0,5,2,2,21.7,21.2,25.1,22.4,25.1,38.13161553542599,0,0.0,0.5,0
ORD_002000,2024-02-17 12:16:00,Day/Lunch,1,Quick Service/Kiosk,1,6,10,1,23.6,20.1,21.3,23.0,21.3,45.25213680161282,0,0.0,3.5,0
ORD_002001,2024-02-08 02:26:00,Late Night,0,Cloud Kitchen,0,5,0,10,20.9,23.0,23.3,23.2,23.3,37.259634938695235,0,0.0,2.1000000000000014,0
ORD_002002,2024-02-06 22:26:00,Late Night,0,Dine-in Restaurant,0,5,21,3,20.5,27.2,24.2,28.7,27.2,47.2,0,3.0,6.699999999999999,0
ORD_002003,2024-02-27 13:56:00,Day/Lunch,0,Dine-in Restaurant,0,7,22,20,30.5,40.6,30.2,42.5,40.6,66.6,0,10.400000000000002,10.100000000000001,0
ORD_002004,2024-02-13 15:42:00,Day/Lunch,0,Dine-in Restaurant,1,6,27,4,24.6,26.1,24.6,27.1,26.1,43.1,0,1.5,1.5,0
ORD_002005,2024-02-14 04:46:00,Late Night,0,Dine-in Restaurant,0,2,28,9,9.7,19.1,15.5,19.4,19.1,41.1,0,3.6000000000000014,9.400000000000002,0
ORD_002006,2024-02-23 11:59:00,Day/Lunch,0,Dine-in Restaurant,0,1,29,12,3.8,16.3,8.8,17.5,16.3,41.3,0,7.5,12.5,0
ORD_002007,2024-02-18 07:59:00,Morning,1,Dine-in Restaurant,0,1,30,21,5.4,19.3,7.7,21.7,19.3,33.3,0,11.600000000000001,13.9,0
ORD_002008,2024-02-22 22:52:00,Late Night,0,Cloud Kitchen,0,4,0,18,16.5,21.4,17.6,23.1,21.4,49.4,0,3.799999999999997,4.899999999999999,0
ORD_002009,2024-02-22 11:22:00,Day/Lunch,0,Dine-in Restaurant,0,2,16,10,6.5,15.8,8.0,18.1,15.8,43.8,0,7.800000000000001,9.3,0
ORD_002010,2024-02-03 15:05:00,Day/Lunch,1,Cloud Kitchen,0,6,0,19,25.4,29.7,32.7,31.9,32.7,44.68928793665886,0,0.0,4.300000000000001,0
ORD_002011,2024-02-10 05:19:00,Late Night,1,Quick Service/Kiosk,0,9,13,4,38.1,41.1,43.1,42.0,43.1,60.05315404154708,0,0.0,3.0,0
ORD_002012,2024-03-01 04:36:00,Late Night,0,Cloud Kitchen,0,8,0,20,28.7,38.0,31.7,38.8,38.0,61.0,0,6.300000000000001,9.3,0
ORD_002013,2024-02-16 20:27:00,Night/Dinner,0,Cloud Kitchen,0,4,0,22,12.5,22.6,22.8,24.5,22.8,39.80069757544454,0,0.0,10.100000000000001,0
ORD_002014,2024-02-02 11:35:00,Day/Lunch,0,Cloud Kitchen,0,2,0,33,8.5,17.9,7.2,18.4,17.9,45.9,0,10.7,9.399999999999999,0
ORD_002015,2024-03-01 00:56:00,Late Night,0,Dine-in Restaurant,0,1,22,4,4.8,11.8,1.2,13.5,11.8,35.8,0,10.600000000000001,7.000000000000001,0
ORD_002016,2024-03-01 22:06:00,Late Night,0,Dine-in Restaurant,1,7,29,3,26.2,29.2,16.4,32.1,29.2,58.2,0,12.8,3.0,0
ORD_002017,2024-02-03 00:18:00,Late Night,1,Dine-in Restaurant,0,3,7,9,12.6,16.8,17.3,18.4,17.3,39.33052055929912,0,0.0,4.200000000000001,0
ORD_002018,2024-02-18 04:23:00,Late Night,1,Dine-in Restaurant,0,6,16,7,23.8,30.9,33.6,35.3,33.6,55.61056405672782,0,0.0,7.099999999999998,0
ORD_002019,2024-02-26 01:52:00,Late Night,0,Cloud Kitchen,1,5,0,13,15.9,17.9,25.3,18.7,25.3,45.34822558845865,0,0.0,1.9999999999999982,0
ORD_002020,2024-02-08 22:30:00,Late Night,0,Quick Service/Kiosk,0,5,2,3,20.4,21.5,19.4,21.7,21.5,31.5,0,2.1000000000000014,1.1000000000000014,0
ORD_002021,2024-03-01 10:46:00,Morning,0,Quick Service/Kiosk,0,2,7,2,6.1,10.7,4.1,11.7,10.7,28.7,0,6.6,4.6,0
ORD_002022,2024-02-03 18:08:00,Night/Dinner,1,Dine-in Restaurant,0,9,25,18,37.1,48.9,27.6,50.6,48.9,75.9,0,21.299999999999997,11.799999999999997,1
ORD_002023,2024-02-04 00:24:00,Late Night,1,Quick Service/Kiosk,0,4,1,0,15.0,16.3,13.7,18.2,16.3,26.3,0,2.6000000000000014,1.3000000000000007,0
ORD_002024,2024-02-05 00:00:00,Late Night,0,Dine-in Restaurant,0,1,8,2,4.7,7.0,1.2,8.6,7.0,21.0,0,5.8,2.3,0
ORD_002025,2024-02-15 02:20:00,Late Night,0,Quick Service/Kiosk,0,2,3,2,10.3,9.5,18.6,10.8,18.6,42.61619388325947,0,0.0,0.8000000000000007,0
ORD_002026,2024-02-08 10:47:00,Morning,0,Dine-in Restaurant,0,9,29,7,35.2,46.8,38.0,49.8,46.8,67.8,0,8.799999999999997,11.599999999999994,0
ORD_002027,2024-02-05 03:07:00,Late Night,0,Dine-in Restaurant,1,7,10,6,27.7,24.4,30.1,26.5,30.1,44.0812480116016,0,0.0,3.3000000000000007,0
ORD_002028,2024-02-09 19:10:00,Night/Dinner,0,Dine-in Restaurant,0,2,36,8,10.5,21.2,9.0,24.1,21.2,49.2,0,12.2,10.7,0
ORD_002029,2024-02-01 09:06:00,Morning,0,Quick Service/Kiosk,1,7,1,0,29.1,19.9,24.4,20.4,24.4,40.36927399348595,0,0.0,9.200000000000003,0
ORD_002030,2024-02-02 11:42:00,Day/Lunch,0,Dine-in Restaurant,1,4,29,8,15.8,22.3,11.4,25.3,22.3,39.3,0,10.9,6.5,0
ORD_002031,2024-02-08 21:28:00,Night/Dinner,0,Dine-in Restaurant,0,2,44,10,10.9,24.2,7.8,26.3,24.2,49.2,0,16.4,13.299999999999999,0
ORD_002032,2024-02-02 15:41:00,Day/Lunch,0,Quick Service/Kiosk,1,4,7,1,15.6,13.6,21.5,16.5,21.5,48.51505102150107,0,0.0,2.0,0
ORD_002033,2024-02-14 23:27:00,Late Night,0,Quick Service/Kiosk,0,5,5,4,19.5,22.7,14.6,24.5,22.7,34.7,0,8.1,3.1999999999999993,0
ORD_002034,2024-02-04 06:53:00,Morning,1,Dine-in Restaurant,0,4,21,4,14.2,23.5,18.9,24.0,23.5,41.5,0,4.600000000000001,9.3,0
ORD_002035,2024-02-06 18:18:00,Night/Dinner,0,Cloud Kitchen,1,3,0,26,13.1,16.2,30.1,31.1,30.1,53.12679142850867,0,0.0,3.0999999999999996,0
ORD_002036,2024-02-03 15:09:00,Day/Lunch,1,Dine-in Restaurant,0,6,31,3,21.9,34.2,21.8,34.4,34.2,49.2,0,12.400000000000002,12.300000000000004,0
ORD_002037,2024-02-28 21:53:00,Night/Dinner,0,Dine-in Restaurant,0,1,52,10,6.7,22.6,10.5,23.1,22.6,32.6,0,12.100000000000001,15.900000000000002,0
ORD_002038,2024-02-13 01:22:00,Late Night,0,Dine-in Restaurant,0,8,15,10,30.9,39.5,33.1,42.5,39.5,59.5,0,6.399999999999999,8.600000000000001,0
ORD_002039,2024-02-27 05:57:00,Late Night,0,Dine-in Restaurant,0,5,13,4,20.9,25.1,16.5,27.8,25.1,46.1,0,8.600000000000001,4.200000000000003,0
ORD_002040,2024-02-16 18:09:00,Night/Dinner,0,Cloud Kitchen,0,8,0,15,32.1,36.5,28.8,39.2,36.5,63.5,0,7.699999999999999,4.399999999999999,0
ORD_002041,2024-02-08 06:14:00,Morning,0,Cloud Kitchen,0,4,0,15,17.0,20.5,16.7,20.5,20.5,35.5,0,3.8000000000000007,3.5,0
ORD_002042,2024-02-02 23:23:00,Late Night,0,Dine-in Restaurant,0,4,14,11,16.8,23.5,18.6,24.9,23.5,47.5,0,4.899999999999999,6.699999999999999,0
ORD_002043,2024-02-16 23:01:00,Late Night,0,Cloud Kitchen,0,5,0,26,20.2,27.8,32.0,33.7,32.0,43.00109630454674,0,0.0,7.600000000000001,0
ORD_002044,2024-02-28 05:21:00,Late Night,0,Cloud Kitchen,0,5,0,24,19.3,27.2,18.0,27.9,27.2,44.2,0,9.2,7.899999999999999,0
ORD_002045,2024-02-02 17:16:00,Night/Dinner,0,Dine-in Restaurant,0,6,29,5,24.5,34.2,22.4,35.5,34.2,60.2,0,11.800000000000004,9.700000000000003,0
ORD_002046,2024-02-24 01:50:00,Late Night,1,Dine-in Restaurant,0,5,39,16,22.5,36.5,19.9,37.1,36.5,57.5,0,16.6,14.0,0
ORD_002047,2024-02-28 21:53:00,Night/Dinner,0,Cloud Kitchen,0,5,0,74,19.4,42.2,27.4,44.3,42.2,53.2,0,14.800000000000004,22.800000000000004,0
ORD_002048,2024-02-07 15:03:00,Day/Lunch,0,Cloud Kitchen,0,8,0,17,29.8,37.1,28.9,39.2,37.1,62.1,0,8.200000000000003,7.300000000000001,0
ORD_002049,2024-02-23 16:13:00,Night/Dinner,0,Cloud Kitchen,1,6,0,10,25.3,19.8,35.6,20.6,35.6,49.647533974984874,0,0.0,5.5,0
ORD_002050,2024-02-24 17:30:00,Night/Dinner,1,Cloud Kitchen,0,2,0,49,8.5,22.7,12.2,24.1,22.7,37.7,0,10.5,14.2,0
ORD_002051,2024-02-22 12:12:00,Day/Lunch,0,Dine-in Restaurant,0,4,26,2,18.7,24.4,28.7,29.8,28.7,55.65752568612868,0,0.0,5.699999999999999,0
ORD_002052,2024-02-07 05:20:00,Late Night,0,Cloud Kitchen,1,4,0,21,17.1,17.5,19.5,21.1,19.5,41.454490547333265,0,0.0,0.3999999999999986,0
ORD_002053,2024-02-17 20:56:00,Night/Dinner,1,Dine-in Restaurant,0,5,40,25,22.5,39.5,23.6,41.5,39.5,51.5,0,15.899999999999999,17.0,0
ORD_002054,2024-03-01 07:16:00,Morning,0,Quick Service/Kiosk,0,6,8,1,27.5,26.7,30.6,26.9,30.6,43.63729866651258,0,0.0,0.8000000000000007,0
ORD_002055,2024-02-13 23:46:00,Late Night,0,Cloud Kitchen,0,5,0,23,19.4,26.9,28.2,29.0,28.2,45.24461207883549,0,0.0,7.5,0
ORD_002056,2024-02-21 22:16:00,Late Night,0,Dine-in Restaurant,0,6,12,8,23.8,30.0,27.2,32.5,30.0,40.0,0,2.8000000000000007,6.199999999999999,0
ORD_002057,2024-02-25 12:05:00,Day/Lunch,1,Dine-in Restaurant,0,8,31,18,34.2,46.7,38.9,49.6,46.7,66.7,0,7.800000000000004,12.5,0
ORD_002058,2024-02-17 03:02:00,Late Night,1,Quick Service/Kiosk,1,4,0,6,16.2,13.0,18.6,14.9,18.6,34.611751094554506,0,0.0,3.1999999999999993,0
ORD_002059,2024-02-23 09:03:00,Morning,0,Dine-in Restaurant,0,3,28,2,11.2,21.0,12.2,22.1,21.0,49.0,0,8.8,9.8,0
